id,row_id,username,license,license_url,lat,lng,geoprivacy,hotspot,event,observed,country,county,state,municipality,postcode,observation_notes,Cruise_Ship_Name,Recent_Rainfall_(inches)_(in),Tide_Stage,Time_of_Low_Tide,Time_(High_Tide),Cooler_Temperature_(_C),Water_Temperature_(_C)_(C),Air_temperature_(_C)_(°C),Wind_Speed_(mph),Tow_Depth_(m),Salinity_(ppt),DO_(avg)_(ppm),Enterococcus_Number_(/100ml),Biological_Oxygen_Demand_(BOD),Phytoplankton_(Dominant_Species_1),Phytoplankton_(Dominant_Species_3),Total_Phytoplankton,Current,Weather,Wind_on_Water,Sample_Method_(cruise_ship),Transparency_(avg)_(m),Observations_(cruise_ship),Nitrogen_(ug/L),Silicic_Acid_(uM),Phosphorus_(mg/L),Ammonium_(mg/L),Turbidity_(Average),Wind_Direction,Count,Comments_Brand_Names,Abundance,Transparency_(m),Dissolved_Oxygen,Current_(relative),Nutrient_Vial_Number,Nutrient_bath_temperature_(C),__of_LARGE_Pseudo_nitzschia,__of_SMALL_Pseudo_nitzschia,__of_Dinophysis_acuminata,__of_Alexandrium,__of_Prorocentrum_lima,__of_Margalefidinium_p_,__of_Karenia,PS_TNTC_reached_at_cell__,Comments,Phytoplankton_(Dominant_Species_2),Date_e_mailed_to_DMR,Lab_Comments,Collected_By,Inches_of_Rain_(in),Tide_in___out,Time_of_High_Tide,Water_Surface,Phytoplanton_Sample_Method,Field_Notes,Image 1,Image 2,Image 3,Image 4,Image 5,__of_Dinophysis_norvegica,__of_Dinophysis_spp__(unknown),Descending_Transparency_(m),Ascending_Transparency_(m),Water_Depth_(m),Frequency_(Dominant_Species_1),Frequency_(Dominant_Species_2),Zooplankton_Frequency,Microplastics_Sampling_Type,Amount_of_Water_Filtered_(L),Blue__Round,Blue__Filament,Blue__Angular,Blue__Other_Shape,Red__Round,Red__Filament,Red__Angular,Red__Other_Shape,Transparent_White__Round,Transparent_White__Filament,Transparent_White__Angular,Transparent_White__Other_Shape,Black__Round,Black__Filament,Black__Angular,Black__Other_Shape,Green__Round,Green__Filament,Green__Angular,Green__Other_Shape,Other_Colors__Round,Other_Colors__Filament,Other_Colors__Angular,Other_Colors__Other_Shape,Microplastics_Notes,Wind_Speed,__Grid_Cells_Counted,pH,__of_Copepods,Berth,Water_Traffic,Phosphorous_(ug/L)
"64682","159774","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-05-20 15:50:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","","","","1:18:00 PM","2","7","17","5","","33","9.300000000000001","5","7.6","Scripsiella","Cylindrotheca","","Calm","Partly Cloudy","Ripple","Filtered","5.9","","0.84","6.37","0.72","20","`0.8","NW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64683","159775","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-05-27 14:25:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","0","","","6:45:00 AM","2","9","13","5.25","","31","8.5","5","8.300000000000001","Leicomophora","Cylindrotheca","","Slow Current","Partly Cloudy","Ripple","","4","Foam","1.28","8.58","0.47","15.36","`0.48","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64684","159776","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-06-04 13:45:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","1","","","12:48:00 PM","4","9.5","19","","","31","8.9","5","6.85","Scrippsiella","Pseudo-nitzschia","","Calm","Partly Cloudy","Calm","Filtered","4.5","Other","1.37","6.98","0.47","4.18","`0.88","NW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64685","159777","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-06-11 13:32:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","0","","","6:33:00 AM","2","10","23.5","","","31","9.5","10","8.300000000000001","Scripsiella","Thalassiosira","","Low","Partly Cloudy","Ripple","Filtered","4.8","","1.33","5.36","0.35","3.6","`0.54","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64686","159778","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-06-17 14:45:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","","","","12:12:00 PM","","12.5","18","8","","32","9.800000000000001","10","7.9","Cylindrotheca","Thalassiosira","","Slow Current","Clear","Ripple","Filtered","3.65","Other","0.5","5.77","0.3","3.4","1.41","NW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64687","159779","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-06-24 13:34:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","0","","11:19:00 AM","","2","11","19","10","","31","8.9","10","8.5","Thalassiosira","Pleurosigma","","Medium Current","Clear","Whitecaps","Filtered","3.1","","0.29","3.91","0.08","3.03","`0.71","NW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64688","159780","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-07-01 14:00:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","0","","","10:56:00 AM","","13","16","6","","32","8.949999999999999","5","6.45","Thalassiosira","Skeletonema","","Slow Current","Overcast","Ripple","Filtered","5.25","","0.71","5.23","0.58","8.95","`0.82","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64689","159781","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-07-08 17:45:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","0","","","4:47:00 PM","4","12","29","7","","32","8.6","5","8","Rhizosolenia","Dinophysis norvegica","","Slow Current","Partly Cloudy","Ripple","Filtered","4.25","","1.12","3","0.43","4.8","`0.58","NW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64690","159782","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-07-15 13:51:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","0","","","11:09:00 AM","2","12","19","7","","32","8.5","10","7.4","Rhizosolenia","Chaetoceros","","Calm","Fog","Ripple","Filtered","3.5","","0.78","2.32","0.55","4.98","1.11","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64691","159783","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-07-22 13:48:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","0","","9:48:00 AM","","2","13","21","6","","31","8.800000000000001","5","8.1","Rhizosolenia","Chaetoceros","","Slow Current","Clear","Ripple","Filtered","2.72","","0.28","3.48","0.29","8.58","1.06","NW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64692","159784","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-07-27 13:45:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Glory","1","","1:54:00 PM","7:51:00 AM","","13","16","","","32","8.6","10","7.5","Cylindrotheca","Scripsiella","","Calm","Overcast","Calm","Filtered","5","Oil on Surface","1.45","2.17","0.3","1.64","`0.48","NW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64693","159785","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-08-05 14:09:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","","","9:14:00 AM","","2","14","25","4","","32","8.6","5","6.85","Pseudonitzschia","Stephanopysis","","Slow Current","Partly Cloudy","Ripple","Filtered","2.5","Other","0.3","4.15","0.4","0.95","1.02","East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64694","159786","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-08-12 14:15:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","1","","","10:04:00 AM","3","13","18","1","","32","8.5","31","6.8","Gonyaulax","Pseudonitzschia","","Slow Current","Overcast","Ripple","Filtered","3.95","","0.46","7.21","0.53","0.94","`0.87","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64695","159787","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-08-17 17:53:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Grande Caribe","0","","","1:24:00 PM","6","15","24","5","","31","8.800000000000001","41","8.300000000000001","Stephanopysis","Scripsiella","","Medium Current","Clear","Waves","Filtered","5.8","Other","0.3","5.39","0.39","1.42","`0.85","East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64696","159788","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-08-24 13:56:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","","","","","","17","25","3","","32","8.6","5","6.7","Ditylum","Dinophysis norvegica","","","Overcast","Ripple","Filtered","3.17","Oil on Surface","","","","","`0.8100000000000001","East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64697","159789","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-08-31 13:45:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","0","","","","","15","24","5","","30","8.199999999999999","5","6.6","Rhizosolenia","Ditylum","","Slow Current","Clear","Ripple","Filtered","2.51","Other","","","","","`0.16","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64698","159790","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-09-14 17:05:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","","","","12:51:00 PM","8","15","20","6","","32","9.1","5","7.1","Chaetoceros","Rhizosolenia","","Medium Current","Partly Cloudy","Ripple","Filtered","2.8","","","","","","`0.86","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64699","159791","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.401757,-68.189818,"false","Bell Buoy #7","","2015-09-18 13:55:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Control Site","0","","","2:37:00 PM","6","15.6","19.3","2","","32","9.6","5","8.6","Chaetoceros","Rhizosolenia","","Medium Current","Clear","Ripple","Filtered","4.6","","0.11","3.24","0.52","0.12","`0.6899999999999999","East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64700","159792","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2015-09-18 14:15:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Veendam","0","","","2:37:00 PM","6","15.4","19.1","2","","32","9.5","5","8.6","Chaetoceros","Rhizosolenia","","Medium Current","Clear","Ripple","Filtered","6.15","","0.09","2.04","0.29","1.55","`0.51","East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64701","159793","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2015-09-18 13:35:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Serenade of the Seas","0","","","2:37:00 PM","6","15.9","18.3","2","","32","10","5","8.9","Chaetoceros","Rhizosolenia","","Slow Current","Clear","Ripple","Filtered","5.3","","0.09","1.21","0.46","0.57","`0.44","East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64702","159794","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.401757,-68.189818,"false","Bell Buoy #7","","2015-09-23 13:30:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Control Site","0","","","6:40:00 AM","6.3","14.1","14.1","3","","32","9.550000000000001","5","8.4","Rhizosolenia","Ceratium lineatum","","Medium Current","Clear","Ripple","Filtered","7.3","","0.31","3.42","0.56","0.67","`0.48","NW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64703","159795","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2015-09-23 13:15:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Regatta","0","","","6:40:00 AM","6.3","14.5","13.6","3","","32","9.4","5","8.4","Rhizosolenia","Ceratium lineatum","","Slow Current","Clear","Ripple","Filtered","6.9","","0.3","2.34","0.54","3.54","`0.6899999999999999","NW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64704","159796","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2015-09-23 13:42:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Norwegian Gem","0","","","6:40:00 AM","6.3","14.3","14.7","3","","32","9.300000000000001","5","8.199999999999999","Rhizosolenia","Thalassiosira","","Slow Current","Clear","Ripple","Filtered","7.95","","0.55","1.33","0.53","0.39","`0.46","NW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64705","159797","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.401757,-68.189818,"false","Bell Buoy #7","","2015-09-29 13:41:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Control Site","0","","","12:04:00 PM","6.5","12.8","21.5","18","","32","9.300000000000001","5","7","Rhizosolenia","Chaetoceros","","Rapid Current","Partly Cloudy","Waves","Filtered","5.45","","2.9","3.73","0.66","2.33","`0.49","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64706","159798","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2015-09-29 13:58:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Brilliance of the Seas","0","","","12:04:00 PM","6.5","12.5","21.6","18","","32","8.699999999999999","5","6.45","Rhizosolenia","Guinardia","","Rapid Current","Partly Cloudy","Whitecaps","Filtered","5.4","","3.73","6.06","0.74","1.93","`0.62","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64707","159799","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2015-09-29 13:25:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Queen Mary 2","0","","","12:04:00 PM","6.5","13.3","20.6","18","","33","9.300000000000001","5","7","Rhizosolenia","Chaetoceros","","Rapid Current","Partly Cloudy","Waves","Filtered","5.5","","1.47","3.55","0.61","1.07","`0.49","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64708","159800","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2015-10-02 12:55:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Seabourn Quest","0","","8:29:00 AM","","5","13.3","10.8","20","","31","8.800000000000001","5","6.8","Chaetoceros socialis","Rhizosolenia","","Rapid Current","Overcast","Whitecaps","Filtered","5","","0.79","1.65","0.56","0.03","`0.51","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64709","159801","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.401757,-68.189818,"false","Bell Buoy #7","","2015-10-02 13:43:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Control Site","0","","8:29:00 AM","","5","13.1","10","20","","32","7.9","5","7.6","","","","Rapid Current","Overcast","Whitecaps","Filtered","","","2.1","4.56","0.63","1.39","`0.5600000000000001","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64710","159802","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2015-10-02 13:50:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Veendam","0","","8:29:00 AM","","5","13","10.1","20","","33","8.699999999999999","5","6.6","Rhizosolenia","Chaetoceros socialis","","Rapid Current","Overcast","Whitecaps","Filtered","5","","1.84","4.27","0.64","0.44","`0.58","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64711","159803","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2015-10-13 12:45:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Albatros","0","","","11:45:00 AM","8.3","12.2","13.1","10","","33","8.199999999999999","5","7.2","Chaetoceros","Detonula","","","Fog","Ripple","Filtered","4.8","","1.54","4.72","0.58","0.92","1.05","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64712","159804","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.401757,-68.189818,"false","Bell Buoy #7","","2015-10-13 13:00:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Control Site","0","","","11:45:00 AM","8.3","12.4","13","10","","32","8","5","7.4","Chaetoceros","Gyrosigma","","","Fog","Ripple","Filtered","","","1.84","2.38","0.63","0.82","1.05","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64713","159805","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2015-10-13 14:00:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Regatta","0","","","11:45:00 AM","8.3","12.3","13.2","5","","32","8.1","5","7.6","Chaetoceros","Detonula","","","Fog","Ripple","Filtered","4.75","","2.53","4.72","0.63","1.84","`0.87","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64714","159806","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2015-10-14 13:30:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","7 Seas Navigator","0","","","12:18:00 PM","7","12.4","15.2","9","","33","8.800000000000001","5","8.199999999999999","Chaetoceros","Phaeocystis","","Medium Current","Clear","Waves","Filtered","5.35","","0.06","1.06","0.43","0.47","`0.49","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64715","159807","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.401757,-68.189818,"false","Bell Buoy #7","","2015-10-14 13:42:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Control Site","0","","","12:18:00 PM","7","12.2","15.4","9","","33","8","5","7.8","Chaetoceros","Phaeocystis","","Medium Current","Clear","Waves","Filtered","4.5","","2.07","2.94","0.57","0.6","`0.72","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64716","159808","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2015-10-14 13:58:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Regal Princess","0","","","12:18:00 PM","7","12.4","15.4","10","","33","8.4","5","7.4","Chaetoceros","Phaeocystis","","Medium Current","Clear","Waves","Filtered","4.9","","3.02","3.55","0.55","0.17","`0.79","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64717","159809","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2015-10-20 13:21:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Pearl Mist","0","","10:19:00 AM","","4.6","11.4","8.9","18","","34","8.1","5","7.1","Chaetoceros","Chaetoceros socialis","","Rapid Current","Overcast","Whitecaps","Filtered","4.4","","2.78","2.62","0.63","0.08","`0.72","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64718","159810","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.401757,-68.189818,"false","Bell Buoy #7","","2015-10-20 13:40:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Control Site","0","","10:19:00 AM","","4.6","11.5","9.6","18","","34","7.6","5","7.4","Chaetoceros","Chaetoceros socialis","","Rapid Current","Overcast","Whitecaps","Filtered","4.75","","3.78","3.65","0.69","0.25","`0.47","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64719","159811","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2015-10-20 13:55:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Brilliance of the Seas","0","","10:09:00 AM","","4.6","11.5","9.8","18","","34","7.7","5","7.1","Chaetoceros","Chaetoceros socialis","","Rapid Current","Overcast","Whitecaps","Filtered","4.25","","3.7","5.59","0.72","0.86","`0.6899999999999999","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64720","159812","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2015-10-27 13:18:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Crystal Symphony","0","","","10:53:00 AM","1.3","10.8","5.5","5","","34","7.9","5","7.5","Phaeocystis","Chaetoceros","","Slow Current","Clear","Waves","Filtered","4.6","","4.66","5.16","0.79","0.74","`0.61","WNW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64721","159813","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.401757,-68.189818,"false","Bell Buoy #7","","2015-10-27 13:33:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Control Site","0","","","10:53:00 AM","1.3","10.9","5.4","5","","33","8.1","5","7.3","Chaetoceros","Phaeocystis","","Slow Current","Clear","Waves","Filtered","5.2","","4.73","4.64","0.89","0.81","`0.65","WNW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64722","159814","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2015-10-27 13:45:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","AIDAdiva","0","","","10:53:00 AM","1.3","11","5.5","5","","33","8.1","5","7.6","Phaeocystis","Chaetoceros","","Slow Current","Clear","Waves","Filtered","4.65","","5.07","5.37","0.75","1.43","`0.75","WNW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74388","188813","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2018-05-17 14:09:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"44 23.534 , -68 11.442; 94.4' water; vial #: 1169","Baseline","0","","6:45","12:56","3.9","8.1","11.3","8","","32","9.9","5","`0.7","Chaetoceros spp.","Pleurosigma spp.","","","Overcast","Waves","","5.8","","0.99","2.94","","","`0.62","NNW","","","","","","medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Alpha","None","`0.36"
