id,eventID,locationID,geodeticDatum,decimalLatitude,decimalLongitude,countryCode,coordinateUncertaintyInMeters,eventDate,time_low_tide,time_high_tide,air_temp,water_temp,weather,rainfall_mm,wind_direction,wind_speed_knots,water_surface,water_current,tide_stage,tide_height,monitor_names,eventRemarks,salinity_ppt,DO1_ppm,DO2_ppm,DOavg_ppm,DO1_day5_ppm,DO2_day5_ppm,DO_day5_avg,bod,transparency_depth_mean,sampling_method,minimumDepthInMeters,maximumDepthInMeters,nitrate_plus_nitrite,ammonium,orthophosphate,silicate,Alexandrium,Ceratium,Chaetoceros_spp,Chaetoceros_socialis,Coscinodiscus,Dictyocha,Ditylum,Dinophysis_spp,Eucampia,Gonyaulax,Guinardia,Gymnodinium,Gyrosigma,Licmophora,Leptocylindrus,Melosira,Navicula,Nitzschia,Phaeocystis,Pleurosigma,Prorocentrum_spp,Prorocentrum_lima,Protoperidinium,Rhizosolenia,Thalassionema,Thalassiosira,Other_phytoplankton
MDIBL-habs_SWH_Beals_21A_2005-10-24T13:00:00UTC,SWH_Beals_21A_2005-10-24T13:00:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-10-24T13:00:00Z,2005-10-24T14:08:00Z,2005-10-24T08:45:00Z,5,10,Overcast,40.386,NA,4.5,Ripple,Low,Out,3.6576000000000004,Burne Bonnie|Kubeck Gwenn,"NA|boats moving on the water, traps on the dock, tow net clip broke, 10X net, current under the dock",34,6.4,7,6.7,NA,NA,NA,NA,4,Tow,0.5,3,NA,NA,NA,NA,0,0,0,0,0.18181818181818182,0,0.09090909090909091,0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0,0,0,0.18181818181818182,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.09090909090909091,0.09090909090909091
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-11-02T14:10:00UTC,Bar_Harbor_Town_Pier_22D_2005-11-02T14:10:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-11-02T14:10:00Z,2005-11-02T09:16:00Z,2005-11-03T04:59:59Z,11,9.5,Clear,0.508,NA,15,Ripple,Low,In,1.8288000000000002,Simis|Grubb|Peacock Valerie|McDonnell Zephyr,"NA|NA",35,8.4,8,8.2,NA,NA,NA,NA,4.04,Tow,0.5,3.5,NA,NA,NA,NA,0,0,0,0,0.18604651162790697,0,0,0.4883720930232558,0,0.046511627906976744,0,0,0.023255813953488372,0,0,0,0.046511627906976744,0,0,0,0,0,0.06976744186046512,0,0.11627906976744186,0,0.023255813953488372
MDIBL-habs_Bass_Harbor_21B_2005-11-03T18:11:00UTC,Bass_Harbor_21B_2005-11-03T18:11:00UTC,Bass_Harbor_21B,EPSG:4326 WGS84,44.2347384,-68.34908401,US,200,2005-11-03T18:11:00Z,2005-11-03T09:25:00Z,2005-11-03T16:05:00Z,9,9,Overcast,0.508,NA,18,Whitecaps,High,Out,3.048,Turner Tammy|Kubeck Gwenn,"NA|windy, hit bottom, bubbles in thermometer",34,7.8,7.2,7.5,NA,NA,NA,NA,0.7,Tow,0.5,0.5,NA,NA,NA,NA,0,0,0,0,0,0,0,0.07692307692307693,0.38461538461538464,0,0.15384615384615385,0,0.15384615384615385,0,0,0,0.07692307692307693,0.07692307692307693,0,0,0,0,0,0,0.07692307692307693,0,0
MDIBL-habs_Northeast_Harbor_21C_2005-11-09T14:48:00UTC,Northeast_Harbor_21C_2005-11-09T14:48:00UTC,Northeast_Harbor_21C,EPSG:4326 WGS84,44.29663082,-68.28161929,US,200,2005-11-09T14:48:00Z,2005-11-09T14:45:00Z,2005-11-09T09:06:00Z,5,8,Clear,0,NA,6.5,Ripple,Low,Out,0.3048,not_recorded,The second DO bottle was five. We think that the group that was in the field put the sulfuric acid in too early.|Boat just arrived with engine running. Do collected near kelp. Sea gunk in phytoplankton jar. Towed trhough kelp under dock.lobster boats nearby. Recent change in daily temperatures.,35,8,NA,8,NA,NA,NA,NA,3.7,Tow,0.5,3.5,NA,NA,NA,NA,0,0,0,0,0.2222222222222222,0,0,0.1111111111111111,0,0,0.1111111111111111,0,0.4444444444444444,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0
MDIBL-habs_Bass_Harbor_21B_2005-11-17T18:06:00UTC,Bass_Harbor_21B_2005-11-17T18:06:00UTC,Bass_Harbor_21B,EPSG:4326 WGS84,44.2347384,-68.34908401,US,200,2005-11-17T18:06:00Z,2005-11-17T09:37:00Z,2005-11-17T16:16:00Z,8,9,Partly Cloudy,20.066,NA,3.5,Ripple,Low,Out,3.048,Turner Tammy|Kubeck Gwenn,"NA|There's a lobster boat at the dock, oil spill. DO not put drops in directly",35,7.8,7.9,7.85,NA,NA,NA,NA,3.65,Tow,0.5,3,NA,NA,NA,NA,0,0,0,0,0.16666666666666666,0,0,0.3333333333333333,0,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.16666666666666666
MDIBL-habs_SWH_Beals_21A_2005-11-21T13:53:00UTC,SWH_Beals_21A_2005-11-21T13:53:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-11-21T13:53:00Z,2005-11-21T07:07:00Z,2005-11-21T12:30:00Z,9,7,Clear,0,NA,7.5,Ripple,Low,Out,2.4384,Burne Bonnie|Kubeck Gwenn,D.O note. No starch|Transparency hit bottom. Very windy.,35,NA,NA,7.2,NA,NA,NA,NA,4.2,Tow,0.5,4,NA,NA,NA,NA,0,0,0.07142857142857142,0,0.07142857142857142,0,0,0.21428571428571427,0,0,0,0,0.21428571428571427,0,0,0,0.35714285714285715,0,0,0,0,0,0,0,0,0,0.07142857142857142
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-11-22T13:30:00UTC,Bar_Harbor_Town_Pier_22D_2005-11-22T13:30:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-11-22T13:30:00Z,2005-11-22T13:57:00Z,2005-11-22T07:56:00Z,10.5,8.5,Downpour,64.77,NA,15,Waves,Medium,Out,0.3048,Van Gorder Jake|Kubeck Gwenn|McDonnell Zephyr,"NA|transparency hit bottom, lots of rain",34,7.2,6.9,7.03,NA,NA,NA,NA,3.56,Tow,0.5,3.4,NA,NA,NA,NA,0,0,0,0,0.16666666666666666,0,0,0.4166666666666667,0,0,0,0,0.08333333333333333,0,0,0,0.25,0,0,0,0,0,0.08333333333333333,0,0,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-11-29T14:30:00UTC,Bar_Harbor_Town_Pier_22D_2005-11-29T14:30:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-11-29T14:30:00Z,2005-11-29T07:21:00Z,2005-11-29T13:31:00Z,10,8,Clear,1.27,NA,8.5,Waves,Medium,Out,2.4384,Thornton|Kubeck Gwenn,"NA|boat, porta-potty nearby (floating), towing near kelp. 3 DO-7.5",34,7.3,7.9,75.7,NA,NA,NA,NA,2.9,Tow,0.5,2.4,NA,NA,NA,NA,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.16666666666666666,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.16666666666666666
MDIBL-habs_Bernard_21B_2006-01-19T18:00:00UTC,Bernard_21B_2006-01-19T18:00:00UTC,Bernard_21B,EPSG:4326 WGS84,44.24062188,-68.35163709,US,15,2006-01-19T18:00:00Z,2006-01-19T12:15:00Z,2006-01-19T06:40:00Z,8,4,Partly Cloudy,0,NA,7,Ripple,Low,In,2.1336,Turner Tammy|Kubeck Gwenn,"NA|10 minute tow. Out of three Do samples, one tiiped and received too many drops",34,NA,NA,NA,9,9,9,NA,4,Tow,0.5,3,NA,NA,NA,NA,0,0,0,0,0.17647058823529413,0,0,0,0,0,0,0,0.29411764705882354,0,0,0,0.4117647058823529,0,0,0,0,0,0,0,0,0.11764705882352941,0
MDIBL-habs_SWH_Beals_21A_2006-01-25T14:00:00UTC,SWH_Beals_21A_2006-01-25T14:00:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2006-01-25T14:00:00Z,2006-01-25T17:27:00Z,2006-01-25T11:19:00Z,3,2,Overcast,1.778,NA,0.73,Ripple,None,Out,3.048,not_recorded,One DO (out of three samples) was 7.7-possibly due to error|Oil slick on water. Boat came in. Towed for 10 minutes.,34,NA,NA,NA,8.4,8.6,8.5,NA,5.3,Tow,0.5,4.8,NA,NA,NA,NA,0,0,0,0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2006-01-26T14:10:00UTC,Bar_Harbor_Town_Pier_22D_2006-01-26T14:10:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2006-01-26T14:10:00Z,2006-01-26T06:02:00Z,2006-01-26T12:18:00Z,-2,2,Partly Cloudy,2.2859999999999996,NA,20,Waves,Medium,Out,2.4384,not_recorded,"NA|rough. Recently replaced the dock",34,NA,NA,NA,9.6,9.7,9.7,NA,2.19,Tow,0.5,1.69,NA,NA,NA,NA,0,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0.14285714285714285,0,0,0,0,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2006-02-02T17:24:00UTC,Bar_Harbor_Town_Pier_22D_2006-02-02T17:24:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2006-02-02T17:24:00Z,2006-02-02T12:21:00Z,2006-02-03T04:59:59Z,0.5,2.5,Overcast,0.7619999999999999,NA,3.5,Calm,None,In,1.524,McDonnell Zephyr|VanGorder Jake,some phytoplankton appeared slightly dissolved|NA,35,NA,NA,NA,NA,NA,NA,NA,3.175,Tow,0.5,3,NA,NA,NA,NA,0,0,0,0,0.35714285714285715,0,0,0,0,0.07142857142857142,0,0,0.21428571428571427,0,0,0,0.21428571428571427,0.07142857142857142,0,0,0,0,0,0,0,0.07142857142857142,0
MDIBL-habs_Northeast_Harbor_21C_2006-02-08T14:41:00UTC,Northeast_Harbor_21C_2006-02-08T14:41:00UTC,Northeast_Harbor_21C,EPSG:4326 WGS84,44.29663082,-68.28161929,US,200,2006-02-08T14:41:00Z,2006-02-08T05:19:00Z,2006-02-09T04:59:59Z,-4,2.5,Clear,0,NA,11,Calm,None,Out,3.048,Katherine,"1 DO was 7.5, ignored|10 min. tow,leaking transmission fluid. Ice on water. Oil dripping every second",35,8.6,8.7,8.7,NA,NA,NA,NA,3.51,Tow,0.5,3.01,NA,NA,NA,NA,0.07692307692307693,0,0.07692307692307693,0,0.6153846153846154,0,0,0,0,0,0,0,0.15384615384615385,0,0,0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2006-02-09T15:33:00UTC,Bar_Harbor_Town_Pier_22D_2006-02-09T15:33:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2006-02-09T15:33:00Z,2006-02-09T06:47:00Z,2006-02-10T04:59:59Z,-4,1,Partly Cloudy,0,NA,8,Ripple,Low,Out,2.7432000000000003,Adams Joe|VanGorder Jake|McDonnell Zephyr,"NA|beautiful day. 10 min. with 20 micron, 5 min. with 10. Wind picked up later here. Leaves, twigs, seaweed, and ice in water.",35,9.2,9.6,9.4,NA,NA,NA,NA,4.12,Tow,0.5,3.62,NA,NA,NA,NA,0.25,0,0.16666666666666666,0,0,0,0,0.08333333333333333,0,0,0,0,0.08333333333333333,0,0,0,0.08333333333333333,0.08333333333333333,0,0,0,0,0,0,0,0.16666666666666666,0.08333333333333333
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2006-02-15T14:23:00UTC,Bar_Harbor_Town_Pier_22D_2006-02-15T14:23:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2006-02-15T14:23:00Z,2006-02-15T11:00:00Z,2006-02-16T04:59:59Z,4.5,2.5,Partly Cloudy,0,NA,7,Ripple,Low,In,0.9144000000000001,CEHL,"NA|dumping snow, 10 micron net for 5 minutes.",34,8.6,9,8.8,NA,NA,NA,NA,4.32,Tow,0.5,3.82,NA,NA,NA,NA,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0.3333333333333333,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.16666666666666666,0
MDIBL-habs_SWH_Beals_21A_2006-03-01T13:30:00UTC,SWH_Beals_21A_2006-03-01T13:30:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2006-03-01T13:30:00Z,2006-03-01T09:52:00Z,2006-03-02T04:59:59Z,-12,NA,Clear,0,NA,9,Ripple,Medium,In,1.524,Pemetic,"note, ""other"" = skeletonema|No water temp, thermometer broken. We had to tow the net longer due to freezing temps:10 min tow. A boat came in. ice in water.",32,8.7,10,9.4,NA,NA,NA,NA,4.5,Tow,0.5,4,NA,NA,NA,NA,0,0,0,0.03333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0.06666666666666667,0.3,0.03333333333333333
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2006-03-02T15:48:00UTC,Bar_Harbor_Town_Pier_22D_2006-03-02T15:48:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2006-03-02T15:48:00Z,2006-03-02T11:10:00Z,2006-03-03T04:59:59Z,-3,1,Drizzle,0,NA,7,Calm,Low,In,1.2192,not_recorded,"NA|Snowing, lots of salt on dock, ice in water. 10 minute tow with bad net(20 micron, broken)",36,10,9.6,9.8,NA,NA,NA,NA,4.55,Tow,0.5,4,NA,NA,NA,NA,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.25,0,0,0,0.375,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2006-03-09T15:32:00UTC,Bar_Harbor_Town_Pier_22D_2006-03-09T15:32:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2006-03-09T15:32:00Z,2006-03-09T05:22:00Z,2006-03-09T11:37:00Z,0,2,Clear,0,NA,7,Ripple,Low,In,3.048,VanGorder Jake,two sets of alexandrium bonded together|Disk hit bottom,35,9.6,10.2,9.6,NA,NA,NA,NA,3.27,Tow,0.5,2.77,NA,NA,NA,NA,0.1111111111111111,0,0.16666666666666666,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.027777777777777776,0.027777777777777776,0,0,0,0.027777777777777776,0,0,0.027777777777777776,0.25,0.027777777777777776
MDIBL-habs_Northeast_Harbor_21C_2006-03-15T14:25:00UTC,Northeast_Harbor_21C_2006-03-15T14:25:00UTC,Northeast_Harbor_21C,EPSG:4326 WGS84,44.29663082,-68.28161929,US,200,2006-03-15T14:25:00Z,2006-03-15T10:00:00Z,2006-03-15T16:07:00Z,3,3,Clear,18.541999999999998,NA,17,Ripple,None,In,1.524,Haley|Sophie,"NA|Sea urchin, kelp, mussels. 10 min tow. Hit bottom, with disk. 35 slainity @ surface.",32,9.2,9.4,9.3,NA,NA,NA,NA,5.95,Tow,0.5,5.45,NA,NA,NA,NA,0.04,0,0,0,0.32,0.04,0,0,0,0,0.04,0,0.12,0,0,0,0.2,0,0,0,0,0,0,0,0,0.24,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2006-03-21T14:39:00UTC,Bar_Harbor_Town_Pier_22D_2006-03-21T14:39:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2006-03-21T14:39:00Z,2006-03-21T13:47:00Z,2006-03-21T07:20:00Z,2,3,Clear,0,NA,22,Waves,Low,In,0.6096,Jeb,"one DO was discounted, because it was 11|Disk hit bottom",34,9.6,10,9.8,NA,NA,NA,NA,2.52,Tow,0.5,2.02,NA,NA,NA,NA,0,0,0,0,0.84375,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0
MDIBL-habs_Bass_Harbor_21B_2006-03-23T18:02:00UTC,Bass_Harbor_21B_2006-03-23T18:02:00UTC,Bass_Harbor_21B,EPSG:4326 WGS84,44.2347384,-68.34908401,US,200,2006-03-23T18:02:00Z,2006-03-23T15:22:00Z,2006-03-23T09:17:00Z,13,4,Partly Cloudy,0.7619999999999999,NA,4,Ripple,Low,Out,0.6096,Turner Tammy|Kubeck Gwenn,"NA|shallow water, oil in water, transparency hit bottom, 10 minute tow",32,11.1,11.4,11.3,NA,NA,NA,NA,2.75,Tow,0.5,2.25,NA,NA,NA,NA,0,0,0.043478260869565216,0,0.6521739130434783,0,0,0,0,0,0,0,0,0,0,0.043478260869565216,0.043478260869565216,0,0,0,0,0,0,0,0,0.21739130434782608,0
MDIBL-habs_SWH_Beals_21A_2006-03-29T13:53:00UTC,SWH_Beals_21A_2006-03-29T13:53:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2006-03-29T13:53:00Z,2006-03-29T08:44:00Z,2006-03-29T15:22:00Z,15,4,Clear,0,NA,11,Calm,Low,In,1.8288000000000002,not_recorded,"NA|very brown phytoplankton in jar, petrol in water, transparency hit bottom, water flowing from building, lots of variability in DO tests, many retakes",34,8.3,9.9,9.1,NA,NA,NA,NA,5.85,Tow,0.5,5.35,NA,NA,NA,NA,0.028985507246376812,0,0,0,0.45652173913043476,0,0,0,0,0,0,0,0.021739130434782608,0,0,0.028985507246376812,0.007246376811594203,0,0,0,0,0,0,0,0.014492753623188406,0.4057971014492754,0.036231884057971016
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2006-03-30T15:23:00UTC,Bar_Harbor_Town_Pier_22D_2006-03-30T15:23:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2006-03-30T15:23:00Z,2006-03-30T10:01:00Z,2006-03-31T04:59:59Z,11.5,3.5,Clear,0,NA,0,Ripple,None,Out,2.1336,McDonnell Zephyr|VanGorder Jake,"NA|Shook one DO too many times. Bait in water",35,9.3,9.4,9.4,NA,NA,NA,NA,5.79,Tow,0.5,5.29,NA,NA,NA,NA,0,0,0.045871559633027525,0.009174311926605505,0.45871559633027525,0,0,0,0,0,0,0,0,0,0,0.027522935779816515,0,0.045871559633027525,0,0,0,0.009174311926605505,0,0,0.01834862385321101,0.3853211009174312,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2006-04-04T13:18:00UTC,Bar_Harbor_Town_Pier_22D_2006-04-04T13:18:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2006-04-04T13:18:00Z,2006-04-04T08:17:00Z,2006-04-04T14:24:00Z,7.5,3.5,Clear,0,NA,7,Ripple,Low,In,1.8288000000000002,Kubeck Gwenn|Chaplin Robert,"NA|2 boats at pier",32,9.5,9.6,9.6,NA,NA,NA,NA,4.5,Tow,0.5,4,NA,NA,NA,NA,0,0,0,0,0.2222222222222222,0,0,0.05555555555555555,0,0,0,0,0.1111111111111111,0,0,0.1111111111111111,0.05555555555555555,0,0,0,0,0,0,0,0,0.4444444444444444,0
MDIBL-habs_SWH_Beals_21A_2006-04-25T13:00:00UTC,SWH_Beals_21A_2006-04-25T13:00:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2006-04-25T13:00:00Z,2006-04-25T06:40:00Z,2006-04-25T13:18:00Z,10,6,Overcast,11.176,NA,9,Ripple,Low,In,2.1336,not_recorded,One DO was off|NA,34,9,9,9,NA,NA,NA,NA,5.96,Tow,0.5,5.46,NA,NA,NA,NA,0.16666666666666666,0,0.08333333333333333,0,0.25,0,0,0,0,0.08333333333333333,0,0,0.16666666666666666,0,0,0.08333333333333333,0.08333333333333333,0,0,0,0,0,0,0,0,0.08333333333333333,0
MDIBL-habs_Bernard_21B_2006-04-27T16:45:00UTC,Bernard_21B_2006-04-27T16:45:00UTC,Bernard_21B,EPSG:4326 WGS84,44.24062188,-68.35163709,US,15,2006-04-27T16:45:00Z,2006-04-27T08:27:00Z,2006-04-28T03:59:59Z,NA,8,Clear,0,NA,11.3,Ripple,Low,Out,2.7432000000000003,Kubeck Gwenn|Turner Tammy,"air temp not accurate|Towed in different place, boat came in, one DO bottle has one more drop, One DO bottle didn't dissolve",34,8,10,9,NA,NA,NA,NA,6.2,Tow,0.5,5.7,NA,NA,NA,NA,0.08333333333333333,0,0.5833333333333334,0,0,0,0,0.08333333333333333,0,0.08333333333333333,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,0,0,0,0,0.08333333333333333,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2006-05-12T16:15:00UTC,Bar_Harbor_Town_Pier_22D_2006-05-12T16:15:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2006-05-12T16:15:00Z,2006-05-13T03:59:59Z,2006-05-12T14:00:00Z,9,8,Drizzle,29.209999999999997,NA,5,Ripple,Low,Out,0.9144000000000001,Van Gorder Jake,"NA|boat docked",34,8.6,8.6,8.6,NA,NA,NA,NA,3.81,Tow,0.5,3.81,NA,NA,NA,NA,0.10526315789473684,0,0.47368421052631576,0,0,0,0,0.15789473684210525,0,0,0,0,0.10526315789473684,0,0,0.05263157894736842,0.10526315789473684,0,0,0,0,0,0,0,0,0,0
MDIBL-habs_SWH_Beals_21A_2006-05-15T17:50:00UTC,SWH_Beals_21A_2006-05-15T17:50:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2006-05-15T17:50:00Z,2006-05-15T10:28:00Z,2006-05-16T03:59:59Z,14,10,Overcast,0,NA,6,Ripple,Low,Out,2.1336,Van Gorder Jake|Disney Jane,Both d.o.s weren't dark after starch addition…curious|Boat running nuerus boats docked/mored.,34,8.6,8.5,8.5,NA,NA,NA,NA,3.45,Tow,0.5,3,NA,NA,NA,NA,0.19230769230769232,0,0.6923076923076923,0.07692307692307693,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2006-05-23T18:15:00UTC,Bar_Harbor_Town_Pier_22D_2006-05-23T18:15:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2006-05-23T18:15:00Z,2006-05-23T18:12:00Z,2006-05-24T03:59:59Z,17,9.5,Partly Cloudy,2.794,NA,3.5,Ripple,None,In,0.3048,VanGorder Jake|McDonnell Zephyr|Johnson Madeline|Linda,"NA|Transparency hit bottom",32,7.2,7.2,7.2,NA,NA,NA,NA,2.36,Tow,0.5,2,NA,NA,NA,NA,0.08695652173913043,0,0.2608695652173913,0,0.2608695652173913,0,0,0.043478260869565216,0,0.043478260869565216,0,0,0.043478260869565216,0,0,0,0.17391304347826086,0.08695652173913043,0,0,0,0,0,0,0,0,0
MDIBL-habs_MDIBL_Dock_22G_2006-06-19T14:50:00UTC,MDIBL_Dock_22G_2006-06-19T14:50:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2006-06-19T14:50:00Z,2006-06-20T03:26:00Z,2006-06-20T03:59:59Z,19,14,Partly Cloudy,0,NA,7,Ripple,Medium,Out,3.6576000000000004,McDonnell Zephyr|Peacock Valerie,"NA|low tide!",32,8.6,8.8,8.7,NA,NA,NA,NA,1.8,Tow,0.5,1.3,NA,NA,NA,NA,0,0,0.5416666666666666,0,0,0.041666666666666664,0,0.041666666666666664,0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2916666666666667,0,0,0.041666666666666664
MDIBL-habs_Bernard_21B_2006-06-20T13:51:00UTC,Bernard_21B_2006-06-20T13:51:00UTC,Bernard_21B,EPSG:4326 WGS84,44.24062188,-68.35163709,US,15,2006-06-20T13:51:00Z,2006-06-20T16:03:00Z,2006-06-21T03:59:59Z,16.5,12,Clear,0,NA,3,Calm,None,Out,3.3528000000000002,McDonnell Zephyr|Peacock Valerie,One DO bottle broken before test completed|NA,30,8.8,NA,8.8,NA,NA,NA,NA,3.35,Tow,0.5,3,NA,NA,NA,NA,0.05,0,0.4,0.05,0.15,0,0,0,0,0.05,0,0,0.1,0,0,0,0.1,0.05,0,0,0,0,0,0,0.05,0,0
MDIBL-habs_SWH_Beals_21A_2006-06-20T14:20:00UTC,SWH_Beals_21A_2006-06-20T14:20:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2006-06-20T14:20:00Z,2006-06-20T16:03:00Z,2006-06-21T03:59:59Z,16.5,13,Partly Cloudy,0,NA,3,Calm,Medium,Out,3.3528000000000002,McDonnell Zephyr|Peacock Valerie,"NA|fisherman bleaching boat",33,8.4,8.6,8.7,NA,NA,NA,NA,4.3,Tow,0.5,3.8,NA,NA,NA,NA,0,0,0.711864406779661,0.01694915254237288,0,0,0,0,0,0.01694915254237288,0.01694915254237288,0,0,0,0.0847457627118644,0,0.05084745762711865,0.01694915254237288,0,0,0,0,0.03389830508474576,0.01694915254237288,0,0.03389830508474576,0
MDIBL-habs_Northeast_Harbor_21C_2006-06-22T13:53:00UTC,Northeast_Harbor_21C_2006-06-22T13:53:00UTC,Northeast_Harbor_21C,EPSG:4326 WGS84,44.29663082,-68.28161929,US,200,2006-06-22T13:53:00Z,2006-06-22T06:46:00Z,2006-06-23T03:59:59Z,18.5,13,Partly Cloudy,0.254,NA,3,Calm,Medium,Out,2.7432000000000003,McDonnell Zephyr|Peacock Valerie,many tintinids according to Zephyr|ferry boat loading and leaving,32,9.2,9,9.1,NA,NA,NA,NA,4.82,Tow,0.5,4.32,NA,NA,NA,NA,0.03278688524590164,0,0.639344262295082,0,0.04918032786885246,0,0,0.01639344262295082,0,0,0,0,0,0,0.03278688524590164,0,0,0.01639344262295082,0,0,0,0,0.21311475409836064,0,0,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2006-06-22T14:30:00UTC,Bar_Harbor_Town_Pier_22D_2006-06-22T14:30:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2006-06-22T14:30:00Z,2006-06-22T06:46:00Z,2006-06-23T03:59:59Z,20.5,12.5,Clear,0.254,NA,1,Calm,Low,Out,2.7432000000000003,McDonnell Zephyr|Peacock Valerie,"NA|fisherman washing boat on dock; oil on the water",33,7.8,8.2,8,NA,NA,NA,NA,4.52,Tow,0.5,4.02,NA,NA,NA,NA,0.06666666666666667,0.022222222222222223,0.4,0,0.022222222222222223,0,0,0.044444444444444446,0,0,0,0,0,0,0.022222222222222223,0,0.022222222222222223,0.022222222222222223,0,0,0,0,0,0.37777777777777777,0,0,0
